Title,netflix_genre,Imdb,Age_ratings,Runtime,Year,Director
The Last Letter from Your Lover,"Drama, Romance",6.7,N/A,1h 50min,2021,Augustine Frizzell
Loving Adults,"Mystery & Thriller, Crime, Drama",6.5,N/A,1h 46min,2022,Barbara Topsøe-Rothenborg
Irul,Mystery & Thriller,5.8,N/A,1h 31min,2021,Naseef Yusuf Izuddin
CIA: Comrade In America,"Romance, Drama, Action & Adventure",6.4,N/A,2h 14min,2017,Amal Neerad
Fear Street: Part Two - 1978,"Drama, Horror",6.7,N/A,1h 49min,2021,Leigh Janiak
Da 5 Bloods,"Drama, War & Military",6.5,R,2h 34min,2020,Spike Lee
A Christmas Prince: The Royal Wedding,"Romance, Comedy, Drama",5.3,PG,1h 32min,2018,John Schultz
The Lighthouse of the Orcas,"Drama, Romance, Made in Europe",6.7,N/A,1h 50min,2016,Gerardo Olivares
Seth Rogen's Hilarity for Charity,"Comedy, Documentary",5.0,N/A,1h 10min,2018,Ryan Polito
The Long Dumb Road,Comedy,6.1,R,1h 30min,2018,Hannah Fidell
Taylor Tomlinson: Look at You,"Comedy, Documentary",7.4,N/A,1h 0min,2022,Kristian Mercado Figueroa
Spyder,"Mystery & Thriller, Action & Adventure, Crime",6.3,N/A,2h 35min,2017,A.R. Murugadoss
Love Aaj Kal,"Romance, Drama, Comedy",6.8,PG-13,2h 21min,2020,Imtiaz Ali
Malcolm & Marie,"Drama, Romance",6.6,R,1h 46min,2021,Sam Levinson
Oprah + Viola: A Netflix Special Event,Documentary,7.5,N/A,48min,2022,N/A
The CEO,"Drama, Mystery & Thriller",5.8,PG-13,1h 45min,2016,Kunle Afolayan
An Unremarkable Christmas,"Comedy, Drama",3.2,N/A,1h 23min,2020,Juan Camilo Pinzón
Kartini: Princess of Java,"Drama, Kids & Family, History, Made in Europe",7.6,N/A,2h 2min,2017,Hanung Bramantyo
The Lovebirds,"Comedy, Mystery & Thriller, Action & Adventure, Crime, Romance",6.1,R,1h 27min,2020,Michael Showalter
Ricky Gervais: SuperNature,Comedy,7.8,N/A,1h 4min,2022,John L. Spencer
A California Christmas,"Comedy, Drama, Romance",5.8,PG-13,1h 46min,2020,Shaun Paul Piccinino
Kodachrome,"Drama, Comedy, Made in Europe",6.8,N/A,1h 45min,2017,Mark Raso
The Harder They Fall,"Action & Adventure, Drama, Western",6.6,R,2h 19min,2021,Jeymes Samuel
Meskina,Comedy,5.6,N/A,1h 38min,2021,Daria Bukvic
Shadow Parties,"Action & Adventure, Mystery & Thriller",7.0,N/A,1h 56min,2021,Yemi Amodu
Voiceless,Mystery & Thriller,7.1,N/A,2h 0min,2020,N/A
DNA,"Drama, History",6.0,N/A,1h 30min,2020,Maïwenn
Major,"Drama, Action & Adventure, Mystery & Thriller",8.1,R,2h 29min,2022,Sashi Kiran Tikka
Hating Peter Tatchell,Documentary,7.6,N/A,1h 31min,2021,Christopher Amos
Kaatteri,"Comedy, Horror",4.3,N/A,2h 1min,2022,Deekay
Sam Smith: Love Goes – Live at Abbey Road Studios,"Music & Musical, Documentary",N/A,N/A,1h 1min,2021,Paul Dugdale
Motichoor Chaknachoor,"Comedy, Romance, Drama",5.8,N/A,2h 30min,2019,Debamitra Biswal
Bygones Be Bygones,Comedy,6.2,PG-13,1h 43min,2017,Hakan Algül
The Last Mercenary,"Action & Adventure, Comedy, Crime, Mystery & Thriller",5.3,N/A,1h 50min,2021,David Charhon
Get the Grift,"Comedy, Crime",5.3,N/A,1h 34min,2021,Pedro Antônio
Desperados,"Comedy, Romance",5.2,N/A,1h 45min,2020,LP
SAS: Red Notice,"Mystery & Thriller, Action & Adventure, Drama",5.2,R,2h 4min,2021,Magnus Martens
Holiday Rush,"Drama, Comedy, Kids & Family, Romance",4.9,N/A,1h 33min,2019,Leslie Small
Miss Granny,"Drama, Comedy, Music & Musical, Fantasy",7.2,N/A,2h 4min,2014,Hwang Dong-hyuk
Quincy,"Documentary, Music & Musical",7.6,N/A,2h 4min,2018,Alan Hicks
Collision Course,"Drama, Action & Adventure",7.0,N/A,1h 20min,2022,Bolanle Austen-Peters
Diana: The Musical,Drama,4.3,PG-13,1h 57min,2021,Christopher Ashley
Gad Gone Wild,"Comedy, Made in Europe",6.9,N/A,57min,2017,Mario Rouleau
The King,"Drama, History, Romance, War & Military",7.3,R,2h 20min,2019,David Michôd
Mandela,"Drama, Comedy",8.5,N/A,2h 20min,2021,Madonne Ashwin
Wish Dragon,"Fantasy, Romance, Animation, Comedy, Kids & Family",7.2,PG,1h 39min,2021,Chris Appelhans
Set It Up,"Comedy, Romance",6.5,R,1h 45min,2018,Claire Scanlon
The Summit of the Gods,"Mystery & Thriller, Animation, Sport, History, Drama",7.5,PG,1h 35min,2021,Patrick Imbert
Felipe Neto: My Life Makes No Sense,"Comedy, Documentary",4.4,N/A,1h 30min,2017,N/A
A Twelve-Year Night,"Drama, Crime, History, Made in Europe",7.5,N/A,2h 2min,2018,Álvaro Brechner
The Witcher: Nightmare of the Wolf,"Drama, Fantasy, Science-Fiction, Animation, Action & Adventure",7.2,N/A,1h 23min,2021,Han Kwang-il
The Soul,"Science-Fiction, Mystery & Thriller, Drama",6.6,N/A,2h 10min,2021,Cheng Wei-Hao
Time Out,"Drama, Animation, Kids & Family, Music & Musical",6.1,N/A,1h 38min,2015,Yannick Violin
Badhaai Do,"Comedy, Drama, Crime, Romance",7.0,N/A,2h 27min,2022,Harshavardhan Kulkarni
Godzilla: Planet of the Monsters,"Science-Fiction, Animation, Action & Adventure",6.0,PG-13,1h 29min,2017,Kobun Shizuno
CBI 5: The Brain,"Mystery & Thriller, Crime",5.6,N/A,2h 43min,2022,K. Madhu
Black Is Beltza,"Animation, Drama, Mystery & Thriller",5.9,N/A,1h 28min,2018,Fermin Muguruza
Roohi,"Comedy, Horror",4.3,N/A,2h 14min,2021,Hardik Mehta
The Unmarried Wife,"Romance, Drama",6.1,N/A,2h 10min,2016,Maryo J. de los Reyes
Holidate,"Comedy, Romance",6.1,N/A,1h 44min,2020,John Whitesell
Snoop Dogg's F*cn Around Comedy Special,"Comedy, Documentary",5.2,N/A,1h 7min,2022,Ryan Polito
One Night in Paris,Comedy,4.4,N/A,1h 4min,2021,Mehdi Idir
African America,Drama,5.6,N/A,1h 36min,2021,Muzi Mthembu
15 August,"Romance, Comedy, Drama",5.9,N/A,2h 4min,2019,Swapnaneel Jayakar
Procession,Documentary,7.2,R,1h 58min,2021,Robert Greene
Code 8,"Science-Fiction, Action & Adventure, Crime, Mystery & Thriller, Drama",6.1,N/A,1h 39min,2019,Jeff Chan
Azali,Drama,5.7,N/A,1h 32min,2020,Kwabena Gyansah
One-Way to Tomorrow,"Comedy, Drama, Romance",5.6,N/A,1h 30min,2020,Ozan Açıktan
Stretch Armstrong: The Breakout,Animation,N/A,N/A,45min,2018,N/A
Windfall,"Mystery & Thriller, Crime, Drama",5.7,R,1h 32min,2022,Charlie McDowell
Coffee for All,"Documentary, Made in Europe",5.6,N/A,1h 9min,2017,Fulvio Iannucci
The Larva Island Movie,"Animation, Comedy, Kids & Family",5.1,N/A,1h 29min,2020,Ahn Byoung-wook
Dry Martina,"Comedy, Drama",5.8,N/A,1h 35min,2018,Che Sandoval
Outside the Wire,"Science-Fiction, Mystery & Thriller, Action & Adventure, Fantasy",5.4,R,1h 33min,2021,Mikael Håfström
The Phantom,"Documentary, Crime",6.5,N/A,1h 21min,2021,Patrick Forbes
Judah Friedlander: America Is the Greatest Country in the United States,"Comedy, Documentary",7.8,R,1h 24min,2017,Judah Friedlander
An Easy Girl,"Comedy, Drama, Made in Europe",5.6,N/A,1h 32min,2019,Rebecca Zlotowski
Never Stop Dreaming: The Life and Legacy of Shimon Peres,Documentary,6.9,N/A,2h 9min,2022,Richard Trank
Liss Pereira: Reteniendo Liquidos,Comedy,6.2,N/A,59min,2019,Fernando Ayllón
The Warning,"Mystery & Thriller, Drama, Fantasy, Action & Adventure, Horror, Crime, Made in Europe",5.9,N/A,1h 32min,2018,Daniel Calparsoro
She's Dating the Gangster,"Romance, Comedy, Drama",7.0,N/A,1h 45min,2014,Cathy Garcia-Molina
Joe Rogan: Triggered,"Comedy, Documentary",7.4,N/A,1h 3min,2016,Anthony Giordano
Poster Boys,Comedy,5.4,PG-13,2h 8min,2017,Shreyas Talpade
Nasha Natasha,"Music & Musical, Documentary",6.4,N/A,1h 23min,2020,Martín Sastre
La Vocera,Documentary,7.1,N/A,1h 22min,2021,Luciana Kaplan
'76,"Drama, Romance",5.5,PG-13,1h 58min,2016,Izu Ojukwu
Ranveer vs Wild with Bear Grylls,"Action & Adventure, Kids & Family, Documentary",6.6,PG,1h 10min,2022,Khuzema Haveliwala
Broken Idol: The Undoing of Diomedes Díaz,"Documentary, Crime",6.3,R,1h 42min,2022,Jaime Barbosa
For the Love of Spock,Documentary,7.6,N/A,1h 51min,2016,Adam Nimoy
#FriendButMarried 2,"Drama, Comedy, Romance",6.9,N/A,1h 44min,2020,Rako Prijanto
Lommbock,"Comedy, Made in Europe",6.7,N/A,1h 45min,2017,Christian Zübert
True: Tricky Treat Day,"Animation, Kids & Family",N/A,N/A,23min,2019,N/A
7 Women and a Murder,"Comedy, Crime",5.4,N/A,1h 22min,2021,Alessandro Genovesi
Been So Long,"Drama, Romance",5.5,N/A,1h 40min,2018,Tinge Krishnan
What Would Sophia Loren Do?,Documentary,N/A,N/A,33min,2021,Ross Kauffman
Mutiny of the Worker Bees,Comedy,4.1,N/A,1h 40min,2020,Carlos Morett
How It Ends,"Action & Adventure, Science-Fiction, Mystery & Thriller, Drama, Horror",5.0,N/A,1h 53min,2018,David M. Rosenthal
Stand Out: An LGBTQ+ Celebration,"Comedy, Documentary",6.1,N/A,1h 36min,2022,Linda Mendoza
The Most Dangerous Man in Europe,"History, Documentary, War & Military",6.7,N/A,1h 8min,2021,Pedro de Echave
Bigflo & Oli: Hip Hop Frenzy,"Music & Musical, Documentary",6.7,N/A,1h 40min,2020,Florian Ordonez
The Boy,"Mystery & Thriller, Horror",6.0,PG-13,1h 37min,2016,William Brent Bell
Who Am I,"Mystery & Thriller, Made in Europe, Crime, Drama, Science-Fiction",7.5,N/A,1h 45min,2014,Baran bo Odar
Amy Tan: Unintended Memoir,Documentary,7.8,N/A,1h 41min,2021,James Redford
Mike Epps: Only One Mike,Comedy,4.8,N/A,1h 3min,2019,Kevin Bray
Noise,Drama,6.5,N/A,1h 44min,2022,Natalia Beristáin
The Forgotten Battle,"Drama, War & Military, History, Documentary, Made in Europe",7.1,N/A,2h 4min,2021,Matthijs van Heijningen Jr.
Panayotis Pascot: Almost,"Comedy, Documentary",7.0,R,1h 19min,2022,Adib Alkhalidey
The Outsider,"Drama, Action & Adventure, Crime, Mystery & Thriller",6.2,R,2h 0min,2018,Martin Zandvliet
The Awakening of Motti Wolkenbruch,"Comedy, Drama, Made in Europe",6.6,N/A,1h 34min,2018,Michael Steiner
Double Dad,"Drama, Comedy, Kids & Family",5.6,N/A,1h 43min,2021,Cris D'amato
Perú: Tesoro Escondido,Documentary,6.1,N/A,1h 16min,2017,Luis Ara
Annaatthe,"Drama, Action & Adventure, Comedy",4.0,N/A,2h 43min,2021,Siva
Brad Paisley's Comedy Rodeo,Comedy,5.7,N/A,1h 3min,2017,Jay Chapman
Lucas Brothers: On Drugs,Comedy,5.8,N/A,49min,2017,Jay Chapman
See You Yesterday,"Science-Fiction, Drama, Action & Adventure, Crime, Mystery & Thriller",5.2,N/A,1h 26min,2019,Stefon Bristol
Get the Goat,"Action & Adventure, Comedy, Crime",6.0,N/A,1h 37min,2021,Vitor Brandt
Lethal Love,Mystery & Thriller,4.4,N/A,1h 27min,2021,N/A
Rich in Love,"Comedy, Romance, Music & Musical",6.1,N/A,1h 44min,2020,Bruno Garotti
What Happened to Mr Cha?,"Comedy, Drama",4.4,N/A,1h 42min,2021,Kim Dong-gyu
AK vs AK,"Action & Adventure, Drama, Mystery & Thriller, Comedy, Crime",6.9,N/A,1h 48min,2020,Vikramaditya Motwane
Dogwashers,"Drama, Comedy, Crime",5.8,N/A,1h 47min,2020,Carlos Moreno
D@bbe: The Possession,Horror,6.8,N/A,2h 14min,2013,Hasan Karacadag
The Tinder Swindler,"Documentary, Crime",7.1,N/A,1h 54min,2022,Felicity Morris
Sam Jay: 3 in the Morning,Comedy,6.5,N/A,1h 4min,2020,Kristian Mercado Figueroa
Amar,"Romance, Drama, Made in Europe",5.1,N/A,1h 44min,2017,Esteban Crespo
Ravenous,"Horror, Action & Adventure, Drama, Science-Fiction, Mystery & Thriller",5.8,N/A,1h 43min,2017,Robin Aubert
Mank,"Comedy, Drama",6.8,R,2h 11min,2020,David Fincher
Mister Mummy,"Comedy, Drama",2.1,N/A,1h 38min,2022,Shaad Ali
In the Shadow of the Moon,"Mystery & Thriller, Action & Adventure, Crime, Science-Fiction",6.2,R,1h 55min,2019,Jim Mickle
Here and There,"Romance, Drama",6.6,N/A,1h 38min,2021,Jaime P. Habac Jr.
All About Gila,Comedy,4.2,N/A,1h 16min,2022,N/A
Meeting Point,Drama,4.2,N/A,1h 30min,2021,Umut Evirgen
Rafinha Bastos: Ultimatum,Comedy,6.4,N/A,1h 2min,2018,N/A
Pokémon the Movie: Secrets of the Jungle,"Fantasy, Animation, Action & Adventure, Kids & Family",6.4,N/A,1h 39min,2020,Tetsuo Yajima
Bo Burnham: Inside,"Drama, Comedy, Music & Musical, Reality TV",8.7,R,1h 27min,2021,Bo Burnham
Airplane Mode,"Comedy, Drama, Romance",5.1,N/A,1h 36min,2020,César Rodrigues
Catfight,"Comedy, Drama, Action & Adventure",5.9,N/A,1h 36min,2017,Onur Tukel
Burning Patience,"Drama, Romance",5.9,PG-13,1h 37min,2022,Rodrigo Sepúlveda
The Prom,"Comedy, Drama, Music & Musical",5.9,PG-13,2h 10min,2020,Ryan Murphy
Silence Is Welcome,Drama,5.1,N/A,1h 34min,2017,N/A
Baggio: The Divine Ponytail,"Drama, Sport",6.1,N/A,1h 31min,2021,Letizia Lamartire
Nightbooks,"Kids & Family, Fantasy, Horror",5.8,N/A,1h 43min,2021,David Yarovesky
Sir,"Drama, Romance, Made in Europe",7.7,N/A,1h 39min,2018,Rohena Gera
Aiyaary,"Mystery & Thriller, Action & Adventure, Drama",5.3,N/A,2h 37min,2018,Neeraj Pandey
Something Huge,"Comedy, Made in Europe",4.4,N/A,1h 26min,2017,Carlo Padial
Dance Dreams: Hot Chocolate Nutcracker,"Documentary, Kids & Family",7.1,N/A,1h 20min,2020,Oliver Bokelberg
Swearnet: The Movie,Comedy,6.0,NC-17,1h 52min,2014,Warren P. Sonoda
Uyare,Drama,8.0,N/A,2h 5min,2019,Manu Ashokan
"Chatô, The King of Brazil","Drama, Comedy",6.0,N/A,1h 40min,2015,Guilherme Fontes
The Take,"Action & Adventure, Drama, Mystery & Thriller, Crime",6.3,R,1h 32min,2016,James Watkins
Maktub,"Drama, Comedy",7.2,PG-13,1h 40min,2017,Oded Raz
Shadow and Bone - The Afterparty,,N/A,R,32min,2021,N/A
Leave No Trace,Drama,7.1,PG,1h 50min,2018,Debra Granik
Adhugo,Drama,6.0,N/A,1h 50min,2018,Ravi Babu
The Water Man,"Action & Adventure, Mystery & Thriller, Drama, Kids & Family, Fantasy",5.5,PG,1h 32min,2020,David Oyelowo
Love Is a Story,"Comedy, Romance, Made in Europe",6.0,N/A,1h 47min,2015,Cristina Jacob
Going for Gold,"Drama, Kids & Family, Sport",4.8,G,1h 29min,2018,Clay Glen
The Occupant,"Mystery & Thriller, Drama, Made in Europe, Horror",6.4,R,1h 43min,2020,David Pastor
An Evening with Beverly Luff Linn,"Comedy, Crime",5.8,R,1h 48min,2018,Jim Hosking
#AnneFrank. Parallel Stories,"Drama, History, Documentary",6.5,N/A,1h 32min,2019,Sabina Fedeli
Into the Beat,"Romance, Drama, Music & Musical, Made in Europe",5.3,N/A,1h 42min,2020,Stefan Westerwelle
Fear Street: 1666,Horror,N/A,R,1h 54min,2021,Leigh Janiak
Fary Is the New Black,"Comedy, Made in Europe",6.0,N/A,1h 14min,2018,Richard Valverde
Surviving Paradise: A Family Tale,Documentary,7.5,N/A,1h 18min,2022,Renée Godfrey
The Trip,"Horror, Comedy, Mystery & Thriller, Action & Adventure",6.9,N/A,1h 55min,2021,Tommy Wirkola
Teefa in Trouble,"Drama, Comedy, Action & Adventure, Crime, Romance",7.0,PG-13,2h 35min,2018,Ahsan Rahim
A Perfect Pairing,"Comedy, Romance",6.1,N/A,1h 41min,2022,Stuart McDonald
The Cloverfield Paradox,"Science-Fiction, Horror, Mystery & Thriller, Drama, Action & Adventure",5.5,PG-13,1h 42min,2018,Julius Onah
Secret Magic Control Agency,"Fantasy, Animation, Comedy, Kids & Family",6.2,N/A,1h 45min,2021,Aleksey Tsitsilin
Vicky and Her Mystery,"Action & Adventure, Kids & Family, Drama, Made in Europe",6.3,N/A,1h 24min,2021,Denis Imbert
Bulbul Can Sing,Drama,7.0,N/A,1h 35min,2019,Rima Das
In Family I Trust,"Comedy, Romance, Made in Europe",6.2,N/A,1h 36min,2019,Patricia Font
Tootsies & The Fake,Comedy,5.9,N/A,1h 48min,2019,Kittiphak Thongauam
Amsterdam to Anatolia,"Mystery & Thriller, Drama",N/A,N/A,6min,2019,Susan Youssef
Always Be My Maybe,"Romance, Comedy",6.8,PG-13,1h 42min,2019,Nahnatchka Khan
We Couldn't Become Adults,"Drama, Romance",6.5,N/A,2h 4min,2021,Yoshihiro Mori
Bad Words,"Comedy, Drama",6.6,R,1h 28min,2013,Jason Bateman
El Pepe: A Supreme Life,Documentary,7.1,N/A,1h 14min,2019,Emir Kusturica
Made You Look: A True Story About Fake Art,"Documentary, Crime",7.0,N/A,1h 34min,2020,Barry Avrich
Concrete Cowboy,"Western, Drama",6.3,R,1h 51min,2020,Ricky Staub
Franco Escamilla: Eavesdropping,Comedy,6.6,R,2h 2min,2022,Claude Shires
The Swimmers,"Drama, History, Sport",7.4,PG-13,2h 14min,2022,Sally El Hosaini
"Colin Quinn: Red State, Blue State",Comedy,7.6,N/A,1h 5min,2019,Bobby Moresco
Kurup,"Mystery & Thriller, Crime",7.0,N/A,2h 35min,2021,Srinath Rajendran
Fate: The Winx Saga - The Afterparty,"Comedy, Fantasy, Reality TV",6.3,PG-13,31min,2021,Joe Guidry
DreamWorks Home: For the Holidays,"Comedy, Kids & Family, Fantasy, Science-Fiction, Animation",4.9,PG-13,45min,2017,Blake Lemons
D.O.D.: Day of Destiny,"Science-Fiction, Comedy, Drama",5.3,N/A,1h 50min,2021,Abosi Ogba
Revenge of the Pontianak,"Horror, Romance",5.3,N/A,1h 32min,2019,Glen Goei
Hypnotic,"Mystery & Thriller, Drama, Horror",5.3,N/A,1h 28min,2021,Matt Angel
The Bad Batch,"Horror, Drama, Romance, Science-Fiction, Action & Adventure",5.2,R,1h 59min,2017,Ana Lily Amirpour
Keeping the Bees,Drama,5.8,PG-13,1h 33min,2019,Eylem Kaftan
Jo Pil-ho: The Dawning Rage,"Action & Adventure, Drama, Mystery & Thriller, Crime",6.3,N/A,2h 7min,2019,Lee Jeong-beom
Seven Souls in the Skull Castle,"Drama, Action & Adventure, Romance",7.4,N/A,2h 59min,2013,N/A
Asakusa Kid,Drama,7.1,N/A,2h 3min,2021,Gekidan Hitori
Under the Riccione Sun,"Comedy, Drama, Romance",5.6,N/A,1h 42min,2020,Niccolò Celaia
Illegal Woman,"Drama, Crime, Made in Europe",6.2,N/A,1h 59min,2020,Ramon Térmens
Fear Street: Part One - 1994,"Drama, Horror, Mystery & Thriller",6.2,N/A,1h 47min,2021,Leigh Janiak
Jaadugar,"Comedy, Drama, Romance, Fantasy, Sport",6.9,N/A,2h 47min,2022,Sameer Saxena
Òlòtūré,"Drama, Crime",5.6,N/A,1h 46min,2019,Kenneth Gyang
Funan,"Drama, History, War & Military, Animation, Made in Europe",6.9,N/A,1h 24min,2019,Denis Do
A Life of Speed: The Juan Manuel Fangio Story,"Documentary, Sport",6.9,N/A,1h 32min,2020,Francisco Macri
Jab Harry Met Sejal,"Comedy, Drama, Romance",5.1,PG,2h 23min,2017,Imtiaz Ali
Solace,"Mystery & Thriller, Music & Musical, Drama, Crime, Made in Europe",6.4,R,1h 41min,2015,Afonso Poyart
Fanatyk,Drama,N/A,N/A,33min,2017,Michał Tylka
Coming Home in the Dark,"Mystery & Thriller, Horror, Crime",5.7,N/A,1h 33min,2021,James Ashcroft
Roma,"Drama, Made in Europe",7.7,R,2h 15min,2018,Alfonso Cuarón
The Tambour of Retribution,Drama,6.8,N/A,1h 32min,2021,Abdulaziz Alshlahei
All the Freckles in the World,"Comedy, Romance, Sport",5.2,N/A,1h 30min,2019,Yibrán Asuad
Moms at War,Comedy,6.5,N/A,1h 31min,2018,Omoni Oboli
Dolly Parton: A MusiCares Tribute,"Music & Musical, Documentary",6.6,N/A,55min,2021,N/A
Pachamama,"Animation, Fantasy, Kids & Family, Made in Europe",6.8,PG,1h 12min,2018,Juan Antin
"Beard, Hair & Stache",Documentary,7.4,N/A,2h 0min,2016,Lucio Branco
Madras Cafe,"Drama, Action & Adventure, Mystery & Thriller",7.6,PG-13,2h 10min,2013,Shoojit Sircar
Little Big Mouth,"Comedy, Music & Musical, Romance",4.2,N/A,1h 34min,2021,Gray Hofmeyr
Canvas,"Animation, Drama",N/A,G,9min,2020,Frank E. Abney III
Awake,"Drama, Mystery & Thriller, Horror, Science-Fiction, Action & Adventure",4.9,R,1h 36min,2021,Mark Raso
Space Sweepers,"Drama, Science-Fiction, Action & Adventure, Fantasy",6.5,R,2h 16min,2021,Jo Sung-hee
Visaranai,"Drama, Mystery & Thriller, Crime",8.5,PG,1h 58min,2016,Vetrimaaran
Force 2,"Action & Adventure, Mystery & Thriller",6.2,PG,2h 3min,2016,Abhinay Deo
Sol Levante,"Animation, Action & Adventure",N/A,N/A,4min,2020,Akira Saitoh
Spoiled Brats,Comedy,6.0,N/A,1h 35min,2021,Nicolas Cuche
The Binding,"Horror, Mystery & Thriller, Drama",4.8,N/A,1h 33min,2020,Domenico Emanuele de Feudis
Chief Daddy,"Drama, Comedy",4.7,N/A,1h 38min,2018,Niyi Akinmolayan
Two Distant Strangers,Drama,N/A,R,32min,2020,Travon Free
Cobra Kai - The Afterparty,,N/A,N/A,34min,2021,N/A
Until Midnight,"Drama, Mystery & Thriller",6.6,R,1h 18min,2018,Tariq Alkazim
Love Me Instead,Drama,7.0,N/A,2h 4min,2021,Mehmet Ada Öztekin
Seaspiracy,Documentary,8.1,N/A,1h 29min,2021,Ali Tabrizi
Toscana,"Drama, Romance",5.7,N/A,1h 30min,2022,Mehdi Avaz
Violet Evergarden: Eternity and the Auto Memory Doll,"Animation, Drama, Kids & Family",7.4,N/A,1h 30min,2019,Haruka Fujita
Cem Yılmaz: Diamond Elite Platinum Plus,Comedy,6.6,N/A,1h 34min,2021,Cem Yılmaz
A World Without,"Mystery & Thriller, Drama, Science-Fiction",4.0,N/A,1h 46min,2021,Nia Dinata
Crazy Awesome Teachers,"Drama, Comedy",6.2,N/A,1h 41min,2020,Sammaria Simanjuntak
My Wonderful Life,"Comedy, Drama, Romance",5.9,N/A,1h 39min,2021,Lukasz Grzegorzek
America: The Motion Picture,"Comedy, War & Military, Animation, Action & Adventure, Fantasy, History, Science-Fiction",5.6,R,1h 38min,2021,Matt Thompson
Rita Moreno: Just a Girl Who Decided to Go for It,Documentary,7.7,PG-13,1h 30min,2021,Mariem Pérez Riera
The Present,Drama,N/A,PG-13,24min,2020,Farah Nabulsi
A Tale of Two Kitchens,Documentary,6.5,N/A,29min,2019,Trisha Ziff
Miss Americana,"Music & Musical, Documentary",7.4,R,1h 25min,2020,Lana Wilson
Of Good Report,"Drama, Mystery & Thriller, Horror",6.4,N/A,1h 44min,2013,Jahmil X.T. Qubeka
Bad Genius,"Mystery & Thriller, Comedy, Crime, Drama",7.6,PG-13,2h 10min,2017,Nattawut Poonpiriya
"Sincerely Yours, Dhaka",Drama,6.9,N/A,2h 14min,2019,Tanvir Ahsan
Loving,"Drama, Romance",7.0,PG-13,2h 3min,2016,Jeff Nichols
Heroes: Silence and Rock & Roll,"Music & Musical, Documentary",7.5,N/A,1h 35min,2021,Alexis Morante
He Never Died,"Comedy, Drama, Horror, Fantasy, Mystery & Thriller",6.3,R,1h 39min,2015,Jason Krawczyk
Panoptic,Documentary,6.3,N/A,1h 19min,2020,Rana Eid
London Has Fallen,"Action & Adventure, Mystery & Thriller, Crime, Drama",5.9,R,1h 39min,2016,Babak Najafi
The Next Skin,"Mystery & Thriller, Drama, Made in Europe",6.2,N/A,1h 40min,2016,Isa Campo
The Curse of Bridge Hollow,"Horror, Kids & Family, Action & Adventure, Comedy",5.5,PG-13,1h 29min,2022,Jeff Wadlow
Spelling the Dream,Documentary,6.9,N/A,1h 22min,2020,Sam Rega
Minnal Murali,"Action & Adventure, Drama, Fantasy, Science-Fiction, Comedy",8.1,N/A,2h 38min,2021,Basil Joseph
All Hail,"Comedy, Drama",5.6,N/A,1h 58min,2022,Marcos Carnevale
Jogi,"Drama, Mystery & Thriller, History",7.2,N/A,1h 56min,2022,Ali Abbas Zafar
Bruised,"Drama, Mystery & Thriller, Sport",6.2,R,2h 9min,2021,Halle Berry
Daniel Sosa: Maleducado,Comedy,6.4,N/A,54min,2019,Marcos Bucay
Urzila Carlson: Overqualified Loser,Comedy,6.3,N/A,1h 2min,2020,Hayden Guppy
The Half of It,"Romance, Drama, Comedy",6.9,PG-13,1h 44min,2020,Alice Wu
Hope Frozen,Documentary,N/A,N/A,1h 15min,2019,Pailin Wedel
Dying to Tell,"Documentary, Made in Europe",6.8,N/A,1h 27min,2019,Hernán Zin
The Millions,"Mystery & Thriller, Comedy, Crime, Drama",5.7,N/A,1h 34min,2020,Tunde Apalowo
The Alpinist,"Action & Adventure, Documentary",7.9,PG-13,1h 33min,2021,Nick Rosen
Kung Fu Panda 3,"Comedy, Animation, Action & Adventure, Kids & Family, Fantasy, Drama",7.1,PG,1h 35min,2016,Jennifer Yuh Nelson
Orbiter 9,"Drama, Science-Fiction, Mystery & Thriller, Romance, Made in Europe",5.9,N/A,1h 35min,2017,Hatem Khraiche
"Mirror, Mirror",Comedy,5.0,N/A,1h 19min,2022,Marc Crehuet
Back to the Outback,"Animation, Comedy, Kids & Family",6.5,PG,1h 35min,2021,Harry Cripps
The Doll,"Mystery & Thriller, Horror",5.1,N/A,1h 46min,2016,Rocky Soraya
"Ken Jeong: You Complete Me, Ho",Comedy,5.7,N/A,1h 2min,2019,Jon M. Chu
Bad Trip,"Comedy, Reality TV",6.5,N/A,1h 27min,2021,Kitao Sakurai
Shawn Mendes: Live in Concert,"Documentary, Music & Musical",7.2,PG,1h 27min,2020,Paul Dugdale
Craig Ferguson: Tickle Fight,Comedy,6.6,N/A,1h 16min,2017,Jay Chapman
Animals on the Loose: A You vs. Wild Interactive Movie,"Action & Adventure, Reality TV",5.8,N/A,45min,2021,Ben Simms
Maz Jobrani: Immigrant,"Comedy, Documentary",6.7,N/A,1h 7min,2017,Maz Jobrani
Hilda and the Mountain King,"Fantasy, Comedy, Drama, Kids & Family, Animation",7.7,N/A,1h 25min,2021,Andy Coyle
Jonah,"Mystery & Thriller, Drama, Romance, Kids & Family",5.4,PG,1h 37min,2016,Lô Politi
Goodbye,"Drama, Kids & Family, Comedy",6.8,N/A,2h 10min,2022,N/A
I Care a Lot,"Comedy, Crime, Drama, Mystery & Thriller",6.3,R,1h 58min,2021,J Blakeson
Metal Lords,"Comedy, Drama, Music & Musical",6.7,R,1h 37min,2022,Peter Sollett
Noblemen,Drama,5.6,N/A,1h 48min,2019,Vandana Kataria
Ex-Shaman,Documentary,7.1,N/A,1h 21min,2018,Luiz Bolognesi
